campus_id,date,energy_consumption_kWh,avg_power_kW,electricity_coverage,water_consumption_L,water_coverage,coverage,air_temperature,relative_humidity,energy_reference_kWh,water_reference_L,relative_energy,relative_water,energy_efficiency,water_efficiency,environmental_deviation,environmental_efficiency,day_of_week,month,is_weekend,BSEI
1,2021-01-10,51370.98656,2140.457773333333,1.0,170190.989941578,1.0,1.0,24.50027777777778,61.10625,52478.31325,321997.946,0.9788993467696868,0.5285468185613147,0.3757244136411265,0.5894609412854033,1.5359065124997702,0.21526046639276944,6,1,1,39.34987471302245
1,2021-01-11,58190.01798,2424.5840825,1.0,237880.21300000002,1.0,1.0,28.771458333333335,41.52986111111111,52478.31325,321997.946,1.108839335265792,0.7387631379487123,0.32994169060652023,0.477704404718845,3.223758839613555,0.03980515551159394,0,1,0,24.603128727940323
1,2021-01-12,54075.6323,2253.1513458333334,1.0,277020.024,1.0,1.0,19.779791666666668,65.8013888888889,52478.31325,321997.946,1.0304376979951808,0.860316121395383,0.35685073353086555,0.42302833287145797,0.5584020517218616,0.5721225560511162,1,1,0,41.624218321345474
1,2021-02-10,55564.03097,2315.1679570833335,1.0,168824.50976176,1.0,1.0,22.52402777777778,66.40833333333333,52478.31325,321997.946,1.0587998647231673,0.5243030642243911,0.3468718537741687,0.5919677841618571,0.986237186532918,0.37297749863514446,2,2,0,42.434288950495656
1,2021-02-11,60894.19235,2537.258014583333,1.0,239307.347,1.0,1.0,25.878541666666667,56.418055555555554,52478.31325,321997.946,1.1603687043047253,0.7431952593883938,0.3133706184837281,0.47559184580189956,1.9781409708980189,0.13832615077195165,3,2,0,30.792086775179968
1,2021-02-12,57528.54859,2397.0228579166665,1.0,290527.11,1.0,1.0,19.962847222222223,71.72083333333333,52478.31325,321997.946,1.0962347115834559,0.9022638610247532,0.334126801920802,0.4056502835966302,0.40162663992573855,0.6692305630242443,4,2,0,41.08926464089113
1,2021-03-10,53754.80066,2239.7833608333335,1.0,163781.03748002,1.0,1.0,16.520069444444445,75.61319444444445,52478.31325,321997.946,1.0243240937245635,0.5086400069148889,0.35903906016494813,0.6013128042315896,0.4699917113682594,0.625007448717809,2,3,0,48.048071489576905
1,2021-03-11,55938.23157,2330.75964875,1.0,239598.805,1.0,1.0,17.696527777777778,82.92986111111111,52478.31325,321997.946,1.0659304407044752,0.7441004142305926,0.3444072551117921,0.4751615563084492,0.9618746442544139,0.3821757704046675,3,3,0,39.35769127527156
1,2021-03-12,57697.33768,2404.0557366666667,1.0,293133.117,1.0,1.0,21.968194444444446,69.13194444444444,52478.31325,321997.946,1.0994510704857687,0.9103571020915768,0.33305385662049186,0.40238050745359616,0.8151891323273679,0.44255561787151754,4,3,0,37.665870478126436
1,2021-04-10,49507.42558,2062.809399166667,1.0,171309.962699077,1.0,1.0,12.658541666666666,72.42708333333333,52478.31325,321997.946,0.9433882782046163,0.5320219114039846,0.3893065193351071,0.5874160649128051,1.071889555489197,0.3423609957485003,5,4,1,43.818665549678535
1,2021-04-11,48017.71437,2000.73809875,1.0,242175.462,1.0,1.0,9.652222222222223,85.93194444444444,52478.31325,321997.946,0.9150011003831188,0.7521025056476602,0.40051618536932715,0.47137444272004303,2.0573310609527287,0.1277945911182508,6,4,1,33.74113113662406
1,2021-04-12,58729.98062,2447.0825258333334,1.0,295219.945,1.0,1.0,11.875416666666666,91.0375,52478.31325,321997.946,1.1191285882268711,0.9168379757304415,0.32656424259506406,0.39978116234172884,2.02692244629423,0.1317403358683121,0,4,0,29.232600457342052
1,2021-05-10,60719.50664,2529.979443333333,1.0,171757.183385655,1.0,1.0,13.823055555555555,76.36041666666667,52478.31325,321997.946,1.1570399824159745,0.5334108043833764,0.31441548018298143,0.586600773171813,0.9365999878674002,0.39195823514415007,0,5,0,40.87376500406923
1,2021-05-11,61597.02733,2566.5428054166664,1.0,243006.173,1.0,1.0,11.52951388888889,89.92083333333333,52478.31325,321997.946,1.1737615695946553,0.7546823699303971,0.30920166741936317,0.4701599279467372,1.999738707151169,0.13537064999865672,1,5,0,30.352864909923287
1,2021-05-12,61086.02881,2545.251200416667,1.0,296970.819,1.0,1.0,11.060625,86.62013888888889,52478.31325,321997.946,1.1640242421473026,0.9222755073102237,0.3122271715591799,0.3976132390636716,1.8727144127798878,0.1537058738588243,2,5,0,29.48907827732582
1,2021-06-10,1579.52699,65.81362458333334,1.0,172336.790590521,1.0,1.0,12.295069444444445,93.90625,52478.31325,321997.946,0.030098661564736937,0.5352108382409402,0.97034979259673,0.5855458216782815,2.171150965167031,0.11404627804864416,3,6,0,52.988335364455835
1,2021-06-11,48836.90067,2034.8708612500002,1.0,244045.878,1.0,1.0,9.22048611111111,99.42986111111111,52478.31325,321997.946,0.9306110971468772,0.7579112880428125,0.39431267338091297,0.46864426832690176,2.8896089095273716,0.055597952189534026,4,6,0,28.309698795311377
1,2021-06-12,47787.44605,1991.1435854166666,1.0,299161.958,1.0,1.0,12.166597222222224,88.50902777777777,52478.31325,321997.946,0.9106132245971149,0.9290803302204915,0.40227746194654745,0.39491673640187036,1.8301782849663986,0.16038497099689566,5,6,1,33.254179629639516
1,2021-07-10,1750.33028,72.93042833333332,1.0,173076.654972479,1.0,1.0,6.727083333333333,96.35416666666667,52478.31325,321997.946,0.033353402036030565,0.5375085683698089,0.9671966899044145,0.5842019399320262,3.045328602890048,0.04758067427129566,5,7,1,44.38792333871071
1,2021-07-11,42587.04754,1774.4603141666666,1.0,244874.908,1.0,1.0,9.877083333333333,81.3125,52478.31325,321997.946,0.811517080153105,0.7604859317953537,0.4441836925485253,0.467439228229432,1.823318662991173,0.16148893332169847,6,7,1,36.93478135327313
1,2021-07-12,52595.748,2191.4895,1.0,301713.922,1.0,1.0,12.304166666666667,69.4375,52478.31325,321997.946,1.0022377767639092,0.9370057348129793,0.36705712952417113,0.39179923154723906,1.1448036380559068,0.31828641099301597,0,7,0,36.49774404341578
1,2021-08-10,54694.28276,2278.9284483333336,1.0,174352.775563676,1.0,1.0,13.276470588235295,68.0,52478.31325,321997.946,1.0422263859633485,0.5414717010762423,0.3526686307675478,0.5818912519227175,0.9743505064748891,0.37743741712950246,1,8,0,42.596969644221105
1,2021-08-11,54288.5179,2262.0215791666665,1.0,246179.647,1.0,1.0,14.432692307692308,56.13461538461539,52478.31325,321997.946,1.0344943375252251,0.764537942114699,0.3554060509982139,0.4655489918678828,1.401354679144782,0.2462631303471454,2,8,0,36.29893923010395
1,2021-08-12,54203.54864,2258.4811933333335,1.0,303223.021,1.0,1.0,11.479166666666666,70.85416666666667,52478.31325,321997.946,1.0328752065978417,0.9416924075658545,0.3559819660422765,0.38996729296566146,1.302721532361039,0.2717910973107271,3,8,0,34.82166302754854
1,2021-09-10,53361.50468,2223.396028333333,1.0,175693.892242144,1.0,1.0,13.854166666666666,69.10416666666667,52478.31325,321997.946,1.016829645910923,0.5456366862729739,0.3617399679288004,0.5794727235360199,0.8415575856149715,0.43103862073677923,4,9,0,44.1817800488395
1,2021-09-11,46677.93527,1944.9139695833335,1.0,248782.35,1.0,1.0,18.017647058823528,46.6078431372549,52478.31325,321997.946,0.8894709524605386,0.772620922246504,0.4108730666475269,0.461801135944074,1.9787270403635637,0.13824510579001226,5,9,1,34.423708463881475
1,2021-09-12,47026.55458,1959.439774166667,1.0,307944.115,1.0,1.0,11.60204081632653,66.36734693877551,52478.31325,321997.946,0.8961140644130746,0.9563542837009277,0.4081526369316715,0.384291352467406,1.3332511144880188,0.2636188116590255,6,9,1,36.61817254511337
1,2021-10-10,46846.36986,1951.9320774999999,1.0,176039.344242144,1.0,1.0,11.640816326530611,74.75510204081633,52478.31325,321997.946,0.8926805561914664,0.5467095254146248,0.4095564409734893,0.5788513758793314,1.3048741052148285,0.2712066764027082,6,10,1,42.56961691104931
1,2021-10-11,53025.38598,2209.3910825,1.0,251304.199,1.0,1.0,9.429166666666667,78.20833333333333,52478.31325,321997.946,1.0104247392135837,0.7804528013976835,0.3640643143370881,0.45819849140879326,1.808486632897657,0.163901993090975,0,10,0,33.63688545589693
1,2021-10-12,53290.3921,2220.4330041666667,1.0,308752.748,1.0,1.0,11.966666666666667,70.5625,52478.31325,321997.946,1.015474560817749,0.9588655823289011,0.36223048864053803,0.38332749289737844,1.2055642282589645,0.2995229525131674,1,10,0,35.56958199067523
1,2021-10-13,52737.81975,2197.4091562500003,1.0,177102.52071229,1.0,1.0,13.820408163265308,79.55102040816327,52478.31325,321997.946,1.0049450236474589,0.5500113367564462,0.3660647591560808,0.57694326967808,1.0798547524064555,0.33964485466019123,2,10,0,42.286589682297425
1,2021-10-14,52478.31325,2186.5963854166666,1.0,195792.55103372,1.0,1.0,12.395918367346939,79.28571428571429,52478.31325,321997.946,1.0,0.608055279438708,0.36787944117144233,0.5444085628076157,1.3017321176689667,0.27206014449324994,3,10,0,39.725941582164886
1,2021-10-15,52362.53833,2181.772430416667,1.0,222060.556464036,1.0,1.0,11.240816326530611,90.77551020408163,52478.31325,321997.946,0.9977938521109003,0.68963345643216,0.36869193353364144,0.5017599522464938,2.089913686748435,0.1236978121170704,4,10,0,33.009932645545106
1,2021-10-16,44489.99083,1853.7496179166667,1.0,223247.768,1.0,1.0,12.209615384615384,89.4423076923077,52478.31325,321997.946,0.8477785979525553,0.6933204722989134,0.4283654477016158,0.49991336163758904,1.8837308837496072,0.15202187047997376,5,10,1,36.754529687089416
